index,contract_no,division,product_name,customer,sales_rep,price
351,CNT-61673026,East,Railroad Ballast,Smith-George,Shiva,25.04
352,CNT-38733155,SouthWest,Rip Rap,Ortega-Mccullough,Parker,22.85
353,CNT-67749220,West,ABC Stone,Wise-Harvey,Abi,10.2
354,CNT-18820749,Central,ABC Stone,Strong Inc,Heath,20.28
355,CNT-81676266,West,Railroad Ballast,James and Sons,Rijo,31.56
356,CNT-17811627,NorthEast,Screenings,Pennington Group,Rijo,15.88
357,CNT-45523799,Central,ABC Stone,Duran Ltd,Daniel,29.78
358,CNT-89684450,SouthWest,Rip Rap,Guerrero Group,Steve,11.55
359,CNT-39857269,West,#4 Stone,"Dean, Warren and Wilson",Connor,34.65
360,CNT-17613610,SouthWest,Screenings,Kramer Group,Connor,25.34
361,CNT-86036372,West,Screenings,Lambert LLC,Parker,11.39
362,CNT-37259468,West,#57 Stone,Rodriguez PLC,Arthur,20.7
363,CNT-81820125,East,Mason Sand,Stewart-Edwards,Madhu,18.71
364,CNT-62420129,West,#57 Stone,"Cunningham, Fox and Weiss",Vashon,32.8
365,CNT-84521441,West,Surge Stone,Le LLC,Rijo,45.39
366,CNT-86993288,SouthWest,Rip Rap,Carroll-Sanders,Shiva,16.32
367,CNT-86270501,Central,ABC Stone,Sanchez Group,Vashon,23.44
368,CNT-17881172,West,Mason Sand,Robbins-Smith,Vashon,15.94
369,CNT-79611651,East,Screenings,"Fletcher, Shelton and Roberts",Niket,15.0
370,CNT-83846571,SouthWest,ABC Stone,Gregory LLC,Heath,16.06
371,CNT-38973451,NorthEast,#67 Stone,Cook Group,Parker,27.08
372,CNT-24009456,Central,Pea Gravel,"Lopez, Bowman and Robinson",Parker,17.96
373,CNT-63888322,SouthWest,Concrete Sand,"Jones, Smith and Nunez",Steve,43.08
374,CNT-96098522,NorthEast,Concrete Sand,George Ltd,Rijo,44.97
375,CNT-21030539,West,Surge Stone,Foster Inc,Daniel,41.62
376,CNT-07388551,West,Surge Stone,Smith Group,Rijo,46.5
377,CNT-94133478,Central,Concrete Sand,"Smith, Montoya and Martinez",Steve,20.32
378,CNT-19020041,East,Concrete Sand,Harris-Mccullough,Steve,19.6
379,CNT-56756926,NorthEast,#67 Stone,Walker and Sons,Madhu,36.73
380,CNT-96082104,NorthEast,ABC Stone,Stewart-Bailey,Heath,48.37
381,CNT-90469932,NorthEast,Surge Stone,Garza-Guerra,Heath,39.11
382,CNT-80304423,West,Concrete Sand,Wilkerson LLC,Connor,42.51
383,CNT-46726600,West,ABC Stone,Kelley-Smith,Connor,37.31
384,CNT-05638223,NorthEast,#57 Stone,"Yang, Brown and Powers",Connor,22.32
385,CNT-82778372,West,#57 Stone,"Jones, Villanueva and Dawson",Madhu,47.48
386,CNT-67493899,SouthWest,#57 Stone,Martinez Inc,Connor,32.91
387,CNT-53750437,SouthWest,Concrete Sand,"Crosby, Burns and Chung",Vashon,33.12
388,CNT-73168379,West,#67 Stone,Edwards-Gay,Niket,40.91
389,CNT-13305690,East,Surge Stone,Morris Group,Shiva,36.19
390,CNT-20715412,Central,#57 Stone,Williams Group,Shiva,44.04
391,CNT-86566721,SouthWest,Surge Stone,Chavez PLC,Parker,43.36
392,CNT-04445045,West,#67 Stone,"Bauer, Holmes and Hull",Shiva,21.51
393,CNT-03579839,East,ABC Stone,Grimes Ltd,Niket,28.12
394,CNT-46231476,West,Mason Sand,Tran-Woodard,Steve,42.91
395,CNT-80017713,East,Pea Gravel,"Lopez, Dunn and Douglas",Niket,15.78
396,CNT-91747496,East,#67 Stone,Heath PLC,Heath,13.38
397,CNT-85279090,SouthWest,#57 Stone,Henderson-Hill,Daniel,29.45
398,CNT-47381091,West,Surge Stone,"Torres, Gray and Walker",Abi,20.21
399,CNT-30617381,West,#67 Stone,"Wu, Ross and Daniel",Daniel,26.4
400,CNT-13546853,NorthEast,#57 Stone,"Cordova, Dixon and Miller",Madhu,22.67
401,CNT-37732897,West,ABC Stone,"Daniels, Hudson and White",Niket,40.48
402,CNT-27111316,Central,Screenings,Nash-Watkins,Abi,16.12
403,CNT-66894687,Central,Screenings,"Stevens, Harris and Woods",Parker,15.28
404,CNT-76555516,East,Mason Sand,Lynn-Bennett,Niket,42.94
405,CNT-57270625,Central,#67 Stone,"Reed, Smith and Hart",Arthur,21.96
406,CNT-74242114,Central,#4 Stone,Taylor LLC,Vashon,49.55
407,CNT-39522690,West,Mason Sand,Wade-Diaz,Arthur,16.31
408,CNT-72653016,East,#57 Stone,Henderson-Wise,Shiva,25.82
409,CNT-99820022,East,ABC Stone,Smith Inc,Steve,31.48
410,CNT-25631580,Central,#57 Stone,"Smith, Adams and Johnston",Steve,24.39
411,CNT-24470937,SouthWest,Surge Stone,Welch-Phillips,Rijo,31.02
412,CNT-57421502,West,#67 Stone,"Wilson, Dominguez and Butler",Steve,21.65
413,CNT-31952882,Central,#67 Stone,Mccann-Robertson,Abi,23.62
414,CNT-06252571,Central,Concrete Sand,"Dominguez, Williams and Ferguson",Abi,16.49
415,CNT-89514003,East,#57 Stone,Camacho-Patterson,Connor,30.8
416,CNT-09446564,West,#67 Stone,Scott-Wright,Steve,41.52
417,CNT-32869473,East,#67 Stone,Pearson-Ross,Arthur,35.19
418,CNT-55820443,NorthEast,#57 Stone,"Christian, Baker and Lee",Connor,27.74
419,CNT-90862408,West,Surge Stone,Johnson and Sons,Rijo,12.65
420,CNT-28864391,SouthWest,Concrete Sand,"Matthews, Sanchez and Jacobs",Parker,36.02
421,CNT-23698650,SouthWest,#57 Stone,Rodgers-Pennington,Niket,23.55
422,CNT-03280841,West,Surge Stone,"Simmons, Anderson and Evans",Heath,37.64
423,CNT-15434763,NorthEast,Surge Stone,Walker-Boyd,Connor,30.79
424,CNT-18720214,NorthEast,Rip Rap,"Watkins, Lee and Pollard",Parker,30.25
425,CNT-36562108,East,Mason Sand,"Dominguez, Bright and Gonzalez",Arthur,10.17
426,CNT-84400874,Central,Mason Sand,Rodriguez-Lowe,Madhu,16.23
427,CNT-71626044,West,#57 Stone,Davis Ltd,Connor,30.81
428,CNT-30886855,NorthEast,Pea Gravel,Evans-Atkinson,Vashon,46.15
429,CNT-03791557,NorthEast,Mason Sand,Murphy Inc,Rijo,46.39
430,CNT-44697117,Central,#67 Stone,Brown LLC,Vashon,48.74
431,CNT-28213782,Central,Rip Rap,Santiago-Smith,Heath,39.75
432,CNT-06933894,West,Rip Rap,"Stewart, Turner and Alvarado",Abi,28.48
433,CNT-33346543,NorthEast,Pea Gravel,Henry PLC,Parker,10.45
434,CNT-77869708,East,#57 Stone,Humphrey Group,Madhu,35.86
435,CNT-68903289,SouthWest,Mason Sand,"Guzman, Scott and Ford",Steve,29.47
436,CNT-63258079,SouthWest,Screenings,Washington PLC,Daniel,37.41
437,CNT-16456573,SouthWest,Concrete Sand,Ortega-Morton,Niket,45.51
438,CNT-34557958,NorthEast,Railroad Ballast,Oconnell-Anderson,Rijo,38.55
439,CNT-01112910,East,Railroad Ballast,Kelly Group,Heath,23.36
440,CNT-09877319,East,ABC Stone,Hill-Hopkins,Heath,46.58
441,CNT-66464135,West,ABC Stone,Edwards LLC,Niket,23.71
442,CNT-87288960,East,#4 Stone,Walker and Sons,Connor,11.21
443,CNT-95124178,Central,Screenings,"Douglas, Lewis and Holder",Vashon,47.25
444,CNT-43235733,West,ABC Stone,Jones Ltd,Daniel,12.19
445,CNT-75524402,SouthWest,Pea Gravel,"Morales, Sanders and Greene",Shiva,46.7
446,CNT-48143128,NorthEast,#67 Stone,Ramirez-Spence,Arthur,14.03
447,CNT-24213660,SouthWest,Pea Gravel,Jones and Sons,Daniel,22.5
448,CNT-14391609,West,#57 Stone,"Myers, Reed and Bowers",Niket,17.18
449,CNT-72361327,West,Surge Stone,Scott-Nguyen,Shiva,10.01
450,CNT-52378614,West,#57 Stone,Cortez-Alexander,Steve,19.08
451,CNT-21071653,NorthEast,Screenings,Heath-Castillo,Daniel,12.05
452,CNT-37861923,NorthEast,#57 Stone,Martin PLC,Heath,13.98
453,CNT-44508904,East,#57 Stone,Rogers Inc,Madhu,25.06
454,CNT-37558505,NorthEast,Mason Sand,Carrillo-Harrington,Madhu,21.06
455,CNT-02321209,West,#67 Stone,"Miller, Orr and Wagner",Parker,30.16
456,CNT-60120305,NorthEast,#4 Stone,"Cooper, Jordan and Zavala",Madhu,46.79
457,CNT-24208457,East,ABC Stone,"May, Gray and Turner",Parker,13.15
458,CNT-49905114,SouthWest,Mason Sand,"Duncan, Fisher and Cantrell",Vashon,39.38
459,CNT-96546463,Central,#67 Stone,"Curtis, Williams and Marquez",Shiva,40.53
460,CNT-69293891,SouthWest,Rip Rap,"Holmes, Franklin and Jones",Parker,11.69
461,CNT-36544576,East,#67 Stone,Carson-Chang,Madhu,25.82
462,CNT-07421257,SouthWest,Rip Rap,"Clark, Curtis and Carpenter",Vashon,41.88
463,CNT-64687361,SouthWest,Surge Stone,"Owens, Pratt and Russo",Niket,10.62
464,CNT-98012480,Central,Concrete Sand,Gamble Ltd,Connor,41.12
465,CNT-96715696,Central,ABC Stone,Taylor-Arroyo,Abi,42.09
466,CNT-39805129,Central,#57 Stone,Hernandez Ltd,Parker,46.21
467,CNT-83336171,Central,Mason Sand,"Montgomery, Thomas and Mitchell",Heath,30.05
468,CNT-15367832,NorthEast,Rip Rap,Scott Ltd,Daniel,43.48
469,CNT-17458016,East,Pea Gravel,"Holland, Powell and Ford",Heath,29.86
470,CNT-28520113,NorthEast,#4 Stone,"Edwards, Williams and Shelton",Niket,31.85
471,CNT-98065098,East,Railroad Ballast,"Bailey, Bailey and Smith",Niket,22.8
472,CNT-94033730,East,#57 Stone,Manning Group,Niket,40.5
473,CNT-93377338,Central,#57 Stone,Sexton and Sons,Daniel,14.34
474,CNT-93972084,NorthEast,Pea Gravel,Hunter LLC,Madhu,13.61
475,CNT-89571397,SouthWest,#57 Stone,Miller Ltd,Niket,28.84
476,CNT-52076431,West,Screenings,Smith-Thompson,Vashon,24.55
477,CNT-05906201,NorthEast,Pea Gravel,Nguyen-Clark,Madhu,13.88
478,CNT-13154039,SouthWest,Surge Stone,Powell Ltd,Parker,20.8
479,CNT-12440685,East,Rip Rap,"Gomez, Patterson and Flowers",Niket,16.11
480,CNT-82631627,Central,#57 Stone,Wright PLC,Connor,19.31
481,CNT-21239761,SouthWest,Rip Rap,Bowers-Hernandez,Parker,13.09
482,CNT-17629903,NorthEast,Concrete Sand,Weber-Cain,Arthur,42.56
483,CNT-02278196,NorthEast,Mason Sand,Garza-Hoffman,Connor,38.0
484,CNT-28430154,Central,#57 Stone,Dyer-Jensen,Vashon,33.13
485,CNT-73934948,NorthEast,Concrete Sand,Vega Ltd,Parker,32.52
486,CNT-55706245,NorthEast,Rip Rap,"Flowers, Rodriguez and Evans",Parker,47.75
487,CNT-76346771,West,#4 Stone,Shaffer-Patton,Steve,14.61
488,CNT-82902370,Central,Pea Gravel,Evans LLC,Shiva,32.23
489,CNT-85757126,NorthEast,Concrete Sand,Brewer-Morris,Abi,49.81
490,CNT-89855852,East,#4 Stone,Anderson-Schwartz,Daniel,18.66
491,CNT-80901292,East,#57 Stone,Reid-Holder,Parker,16.2
492,CNT-90766336,Central,Concrete Sand,Bennett LLC,Heath,29.06
493,CNT-09735034,NorthEast,Rip Rap,"Marshall, Mcneil and Perry",Vashon,43.35
494,CNT-95662580,West,Surge Stone,"Patterson, Owens and Johnson",Parker,46.09
495,CNT-27989531,Central,Mason Sand,"Lee, Martin and Byrd",Madhu,16.56
496,CNT-43225348,West,ABC Stone,Hodges Group,Steve,36.43
497,CNT-17433702,SouthWest,Surge Stone,"Gardner, Hernandez and Nguyen",Rijo,42.6
498,CNT-18092902,Central,Surge Stone,Pope-Cunningham,Steve,44.56
499,CNT-06182993,West,Surge Stone,"Alvarez, Obrien and Rice",Rijo,23.53
500,CNT-00414653,West,#67 Stone,Payne-Johnson,Connor,11.78
501,CNT-89069039,Central,Mason Sand,Gonzalez-Palmer,Daniel,32.63
502,CNT-85326682,SouthWest,Rip Rap,"Cunningham, Jackson and Rodgers",Madhu,29.43
503,CNT-10416610,Central,#67 Stone,Swanson-Elliott,Arthur,23.25
504,CNT-12736760,Central,ABC Stone,"Huang, Marshall and Wilson",Abi,12.21
505,CNT-11068684,SouthWest,Concrete Sand,Mosley Inc,Abi,23.4
506,CNT-50099693,East,#57 Stone,Sanchez-Walsh,Steve,30.76
507,CNT-79635303,Central,#67 Stone,Gonzalez LLC,Connor,29.3
508,CNT-79703275,SouthWest,Surge Stone,Ortiz PLC,Shiva,47.47
509,CNT-09092861,Central,#57 Stone,Garcia and Sons,Arthur,27.5
510,CNT-55439798,SouthWest,#4 Stone,"Duffy, Prince and Mercer",Madhu,45.59
511,CNT-93771183,NorthEast,ABC Stone,Stevenson Ltd,Niket,30.23
512,CNT-35793703,SouthWest,Rip Rap,Bennett Group,Shiva,19.38
513,CNT-52094597,SouthWest,#67 Stone,Sloan Group,Rijo,29.08
514,CNT-88164068,West,Pea Gravel,Lopez and Sons,Shiva,49.02
515,CNT-45206555,East,Surge Stone,"Martinez, Hall and Schmidt",Rijo,46.23
516,CNT-08556929,East,Pea Gravel,"Mendez, Figueroa and Wong",Shiva,39.45
517,CNT-72719167,West,Screenings,Wheeler LLC,Arthur,25.55
518,CNT-90389761,SouthWest,#67 Stone,Parrish-Hall,Vashon,34.6
519,CNT-83076920,SouthWest,#4 Stone,"Green, Baker and Moore",Parker,46.85
520,CNT-41448474,East,#4 Stone,"Walters, Smith and Mills",Rijo,13.32
521,CNT-21243895,NorthEast,Mason Sand,Hawkins-Morgan,Rijo,15.01
522,CNT-54365905,East,ABC Stone,"Norris, Evans and Horne",Shiva,21.15
523,CNT-67633829,SouthWest,Surge Stone,Banks LLC,Steve,38.67
524,CNT-97567890,Central,Rip Rap,Allen-Hall,Rijo,10.44
525,CNT-61080839,NorthEast,Surge Stone,Hancock-Lopez,Arthur,25.71
526,CNT-20537773,SouthWest,Pea Gravel,"Jackson, Vazquez and Jordan",Steve,17.71
527,CNT-75247702,East,Pea Gravel,"Franklin, Johnston and Lynch",Daniel,14.74
528,CNT-38555624,NorthEast,Mason Sand,Miller-Spencer,Vashon,44.46
529,CNT-98969923,NorthEast,Screenings,"Parker, Phillips and Brown",Arthur,26.23
530,CNT-99034427,West,ABC Stone,Thomas Ltd,Arthur,49.47
531,CNT-22242294,West,ABC Stone,Johnson LLC,Steve,41.99
532,CNT-11616480,West,Rip Rap,Dean Group,Daniel,25.3
533,CNT-46867738,West,Concrete Sand,Lee and Sons,Madhu,19.19
534,CNT-53854030,SouthWest,#67 Stone,"Shepard, Adams and Herrera",Vashon,21.68
535,CNT-33803929,SouthWest,Mason Sand,Henderson LLC,Abi,32.43
536,CNT-97643617,Central,Concrete Sand,Mcdaniel-Perez,Parker,34.52
537,CNT-45840295,Central,Surge Stone,"Garcia, Berry and Parker",Arthur,18.14
538,CNT-80358446,SouthWest,#67 Stone,"Nelson, Rios and Garner",Shiva,24.81
539,CNT-66357788,West,Screenings,"Ball, Morris and Guzman",Steve,17.5
540,CNT-82094843,Central,Mason Sand,Christian-Nguyen,Steve,11.1
541,CNT-71013850,SouthWest,Rip Rap,"Green, Ramirez and Smith",Madhu,20.06
542,CNT-90771488,NorthEast,Concrete Sand,Brown-Johnson,Arthur,16.59
543,CNT-42162949,East,Pea Gravel,"Moore, Graham and Johnson",Abi,31.56
544,CNT-93057261,NorthEast,Rip Rap,Olson-Hansen,Madhu,11.21
545,CNT-35277449,West,Mason Sand,Park-Walsh,Rijo,45.76
546,CNT-96370475,West,Pea Gravel,Perez-White,Niket,28.37
547,CNT-44839418,Central,#4 Stone,Roberts-Rivas,Arthur,10.57
548,CNT-08984955,Central,#67 Stone,"Benson, Rogers and Hardy",Abi,33.05
549,CNT-15910814,East,Rip Rap,"Cooper, Lee and Higgins",Arthur,27.21
550,CNT-75309819,NorthEast,Concrete Sand,Brown Ltd,Abi,13.03
551,CNT-80074060,Central,#57 Stone,Anderson and Sons,Arthur,48.08
552,CNT-88568124,SouthWest,Pea Gravel,Garcia Ltd,Arthur,43.49
553,CNT-33893514,SouthWest,ABC Stone,Chen Ltd,Connor,35.73
554,CNT-06864198,West,Screenings,"Carter, Campbell and Sampson",Rijo,20.02
555,CNT-99912015,West,#57 Stone,Harrell LLC,Niket,45.77
556,CNT-74881191,NorthEast,Railroad Ballast,White-Sampson,Vashon,18.12
557,CNT-90102623,East,Concrete Sand,"Stokes, Walker and Brown",Vashon,42.54
558,CNT-76949815,NorthEast,Rip Rap,Brown LLC,Daniel,10.68
559,CNT-81852510,SouthWest,Pea Gravel,Monroe LLC,Steve,30.44
560,CNT-36772724,East,ABC Stone,Lee-Nguyen,Abi,41.92
561,CNT-98402043,NorthEast,Pea Gravel,Hart PLC,Madhu,13.19
562,CNT-10846588,NorthEast,#4 Stone,"Williams, Taylor and Jenkins",Arthur,10.98
563,CNT-76951665,East,Concrete Sand,Brown-Branch,Madhu,43.82
564,CNT-30960502,Central,ABC Stone,Bennett-Pittman,Madhu,28.3
565,CNT-86639500,Central,Pea Gravel,Davenport Inc,Steve,19.38
566,CNT-19110024,SouthWest,Mason Sand,"Campbell, Pierce and Smith",Parker,34.06
567,CNT-20518454,Central,#57 Stone,Bowman-Flores,Parker,10.99
568,CNT-95996658,SouthWest,#4 Stone,Lee Group,Abi,20.86
569,CNT-54325041,NorthEast,Surge Stone,Anderson and Sons,Niket,34.7
570,CNT-83831933,SouthWest,#67 Stone,Gross-Rhodes,Madhu,39.34
571,CNT-07670128,NorthEast,Mason Sand,Jones Group,Steve,47.2
572,CNT-92652056,NorthEast,ABC Stone,Henderson LLC,Steve,31.24
573,CNT-57411206,NorthEast,Pea Gravel,Salazar Group,Niket,11.56
574,CNT-27706340,Central,#67 Stone,Parker PLC,Connor,25.99
575,CNT-45553730,Central,#67 Stone,Joseph-Jones,Daniel,34.27
576,CNT-83303133,Central,Surge Stone,Vincent Ltd,Steve,32.34
577,CNT-97039065,East,Rip Rap,Hernandez Ltd,Parker,21.33
578,CNT-43382970,West,#67 Stone,"Morales, Porter and Wise",Connor,42.85
579,CNT-40120002,Central,Pea Gravel,"Cooper, Bell and Rose",Vashon,20.17
580,CNT-67847271,NorthEast,Pea Gravel,Baker LLC,Vashon,31.82
581,CNT-57754768,SouthWest,#67 Stone,"Wood, Ross and Garcia",Rijo,35.12
582,CNT-90126971,West,Mason Sand,Mckinney PLC,Heath,48.65
583,CNT-75676645,East,#4 Stone,Michael-Meyers,Steve,41.78
584,CNT-34615306,East,#67 Stone,Cook PLC,Parker,10.97
585,CNT-73193847,SouthWest,Screenings,"Taylor, Clay and Villarreal",Shiva,45.54
586,CNT-77478070,West,#57 Stone,"Watts, Rangel and Price",Rijo,22.38
587,CNT-75875715,West,ABC Stone,Pruitt PLC,Arthur,26.81
588,CNT-78899557,Central,#4 Stone,"Davis, Rose and Phillips",Rijo,37.51
589,CNT-81100697,East,Surge Stone,Diaz Group,Daniel,37.22
590,CNT-07598537,Central,#4 Stone,Golden Ltd,Niket,25.29
591,CNT-24730822,East,Pea Gravel,"Gonzalez, Maldonado and Gould",Arthur,24.58
592,CNT-41153807,Central,Screenings,Robinson-English,Shiva,16.75
593,CNT-29374838,NorthEast,Concrete Sand,"Carroll, Weber and Gonzales",Abi,18.49
594,CNT-85449548,West,Mason Sand,Anderson Ltd,Niket,24.97
595,CNT-74798911,West,Screenings,Wang and Sons,Abi,37.64
596,CNT-64045162,East,Concrete Sand,Williams Group,Daniel,35.22
597,CNT-14639054,Central,Screenings,Hernandez-Chapman,Niket,20.61
598,CNT-85905742,West,ABC Stone,May Group,Vashon,36.31
599,CNT-79635362,SouthWest,Surge Stone,Miles-Williamson,Vashon,14.14
600,CNT-08505791,NorthEast,Screenings,Stewart-Ramirez,Niket,28.26
601,CNT-95773035,West,Rip Rap,"Jones, Thomas and Olson",Connor,11.31
602,CNT-26690136,East,#67 Stone,Barton-Sherman,Vashon,19.93
603,CNT-46402473,NorthEast,Rip Rap,Kelly-Garcia,Shiva,27.3
604,CNT-88825851,NorthEast,Concrete Sand,"Mcfarland, Garcia and Holmes",Abi,10.95
605,CNT-85261521,Central,Screenings,Montes Ltd,Rijo,28.83
606,CNT-80629361,West,ABC Stone,"Chung, Griffin and Chavez",Niket,26.16
607,CNT-53308755,Central,#57 Stone,Berger LLC,Heath,17.11
608,CNT-44055067,West,Mason Sand,Finley and Sons,Niket,36.77
609,CNT-32884895,East,Screenings,Novak and Sons,Arthur,24.18
610,CNT-15504449,NorthEast,ABC Stone,Jones-Brown,Heath,35.99
611,CNT-28127817,NorthEast,Screenings,"Sanchez, Green and Kelly",Connor,42.92
612,CNT-82092680,SouthWest,#57 Stone,Walker Inc,Abi,13.48
613,CNT-88897128,Central,Concrete Sand,"Johnson, Hendrix and Pearson",Arthur,48.71
614,CNT-21858106,East,Surge Stone,"Cobb, Roberts and Bell",Heath,28.68
615,CNT-08076358,East,Rip Rap,Stewart LLC,Rijo,11.32
616,CNT-37972967,East,Railroad Ballast,"Goodman, Powers and Phillips",Madhu,20.95
617,CNT-52636782,Central,ABC Stone,Cochran LLC,Parker,19.02
618,CNT-20521515,West,Concrete Sand,"Fritz, Allen and Clay",Abi,30.29
619,CNT-93220481,Central,Screenings,"Smith, Frazier and Singleton",Parker,25.35
620,CNT-01303835,Central,ABC Stone,Pollard-Frank,Niket,14.31
621,CNT-95466245,NorthEast,ABC Stone,Alvarado-Waters,Rijo,11.27
622,CNT-16506032,NorthEast,#57 Stone,Hardy-Miller,Daniel,31.74
623,CNT-48375014,West,Rip Rap,Perkins-Hernandez,Madhu,21.39
624,CNT-82959156,NorthEast,#4 Stone,Evans-Rhodes,Connor,42.63
625,CNT-72572776,West,Mason Sand,"Mcintyre, Duncan and James",Parker,24.08
626,CNT-16186227,SouthWest,#4 Stone,Perez-Flowers,Connor,32.27
627,CNT-39747494,NorthEast,#4 Stone,Smith and Sons,Parker,26.78
628,CNT-42715837,SouthWest,ABC Stone,Strong-Romero,Shiva,28.28
629,CNT-63439158,East,Railroad Ballast,"Vasquez, Bailey and Sanchez",Madhu,11.52
630,CNT-54208558,West,Railroad Ballast,"Williams, Mason and Marshall",Niket,20.8
631,CNT-80286277,West,ABC Stone,"Gill, Solis and Wilson",Abi,38.09
632,CNT-89241422,East,Pea Gravel,"Forbes, Flores and Bond",Parker,31.67
633,CNT-66495853,SouthWest,Railroad Ballast,"Sherman, Roach and Perez",Rijo,48.91
634,CNT-33759432,West,Concrete Sand,"Parker, Farrell and Flowers",Shiva,29.13
635,CNT-16513672,SouthWest,Surge Stone,Rich-David,Abi,23.27
636,CNT-75305393,SouthWest,Railroad Ballast,Booth Group,Daniel,33.76
637,CNT-99943280,West,Railroad Ballast,Rodriguez and Sons,Connor,30.46
638,CNT-37495859,West,#67 Stone,Jensen-Munoz,Abi,31.04
639,CNT-99576644,West,Railroad Ballast,Tyler Group,Rijo,43.96
640,CNT-77697012,West,Mason Sand,Michael-Browning,Arthur,11.48
641,CNT-37221739,NorthEast,#4 Stone,"Perez, Jennings and Carr",Vashon,38.13
642,CNT-66622454,NorthEast,#4 Stone,"Dunn, Jacobs and Santiago",Abi,38.89
643,CNT-50320318,East,Rip Rap,"Murray, Miller and Walsh",Niket,17.67
644,CNT-03292445,NorthEast,ABC Stone,Cruz-Lucero,Connor,23.63
645,CNT-59921936,NorthEast,#4 Stone,"Young, Sullivan and Hughes",Parker,14.4
646,CNT-26016890,West,Pea Gravel,"Daniel, Lane and Torres",Vashon,41.95
647,CNT-78251632,SouthWest,Surge Stone,Quinn PLC,Rijo,26.73
648,CNT-34936127,SouthWest,Surge Stone,Barnett and Sons,Shiva,11.63
649,CNT-76365477,SouthWest,Concrete Sand,"Lopez, Figueroa and Black",Daniel,26.06
650,CNT-72303697,East,#57 Stone,Robertson-Acosta,Madhu,44.15
651,CNT-71135226,West,Concrete Sand,Sanchez and Sons,Arthur,39.44
652,CNT-40219173,SouthWest,Mason Sand,Taylor-Riley,Daniel,31.02
653,CNT-84516229,NorthEast,#4 Stone,Rodriguez Ltd,Abi,19.38
654,CNT-73232065,West,#67 Stone,Johnson and Sons,Rijo,48.47
655,CNT-42180731,SouthWest,Concrete Sand,Lopez Group,Heath,18.02
656,CNT-76736579,West,ABC Stone,Thomas-Weber,Parker,42.18
657,CNT-49464001,Central,ABC Stone,Welch-Maldonado,Daniel,26.27
658,CNT-77775462,NorthEast,Concrete Sand,"Oconnell, Castillo and Young",Madhu,19.96
659,CNT-52600390,NorthEast,Surge Stone,Gardner-Phillips,Niket,23.67
660,CNT-19185841,West,ABC Stone,Esparza-Whitehead,Vashon,16.98
661,CNT-81947451,NorthEast,#4 Stone,"Hill, Boyle and Crawford",Connor,46.04
662,CNT-88629998,West,Pea Gravel,Jackson Group,Rijo,21.08
663,CNT-31364066,NorthEast,Pea Gravel,"Taylor, Gamble and Charles",Heath,19.96
664,CNT-98733047,SouthWest,Mason Sand,Cantrell-Mcknight,Rijo,23.38
665,CNT-79818303,West,Railroad Ballast,Lane Ltd,Heath,47.35
666,CNT-29554786,East,Surge Stone,Armstrong-Fitzpatrick,Steve,27.01
667,CNT-56981574,West,Mason Sand,Valenzuela-Medina,Niket,17.84
668,CNT-13049960,Central,Screenings,"Downs, Martin and Garcia",Steve,18.75
669,CNT-21828344,Central,Mason Sand,Jordan-Martinez,Connor,10.41
670,CNT-23601112,East,Mason Sand,"Lowe, Dunn and Jones",Niket,48.24
671,CNT-92013901,East,Pea Gravel,Jones-Perez,Rijo,15.42
672,CNT-89442774,East,#57 Stone,Harris-Steele,Arthur,25.97
673,CNT-56586883,West,Mason Sand,Waller-Barnes,Shiva,46.93
674,CNT-27975198,Central,#4 Stone,"Petersen, Jenkins and Miller",Arthur,19.94
675,CNT-63159658,West,#67 Stone,"Morgan, Phelps and Watkins",Parker,16.96
676,CNT-56856180,NorthEast,#67 Stone,Butler-Gonzales,Shiva,21.05
677,CNT-94615176,East,#4 Stone,Williams-Shepherd,Abi,17.32
678,CNT-92630289,NorthEast,#57 Stone,"Martinez, Ford and Vargas",Parker,32.56
679,CNT-06321422,West,Rip Rap,Kim LLC,Niket,29.62
680,CNT-14706150,Central,Concrete Sand,Taylor-Stephens,Rijo,16.25
681,CNT-87662918,East,Concrete Sand,Miranda-Patterson,Shiva,27.18
682,CNT-27943104,Central,#67 Stone,Moore Group,Vashon,44.14
683,CNT-00564845,West,Surge Stone,"Chandler, Wilkerson and Price",Abi,25.21
684,CNT-47829952,SouthWest,Rip Rap,Porter-Anderson,Arthur,43.82
685,CNT-44556465,NorthEast,Railroad Ballast,Williams LLC,Abi,38.09
686,CNT-26492317,Central,#67 Stone,Morris-Parker,Vashon,15.88
687,CNT-73586969,NorthEast,Rip Rap,"Hendricks, Willis and Hanson",Heath,27.15
688,CNT-05597479,West,#4 Stone,Walsh Ltd,Vashon,15.6
